userName,content,sentiment,at
Esther Batee,"Hi, Instagram! Saya pengguna Instagram sejak lama, dan jujur saya sangat menyukai semua fitur-fitur yang ada di Instagram. Tapi setelah tau arsip Instagram akan dihapus, saya sedikit geram dengan aplikasi terkenal ini. Instagram menambah fitur-fitur yang tidak berguna seperti Threads, note pada postingan, komentar di story dll. Padahal salah satu keunggulan yang banyak disukai pengguna instagram berada pada arsip. Kami harap aplikasi terkenal ini dapat mengatasinya. Terimakasih😥",negatif,2024-09-28 09:32:39
Rizal Arief,"sudah pakai instagram lumayan lama,mengapa fitur Arsip Video di rubah menjadi semacam foto screen shot? kita sengaja mengarsip video atau foto kita agar tetap tersimpan, kenapa mengecewakan kami?",negatif,2024-09-28 10:07:07
Mambaul Khofshoh,"fitur arsip jangan di hilangkan, overall bagus. tapi fitur arsip jangan dihilangkan karena itu fitur paling berguna.",positif,2024-09-28 10:21:28
Suci Febriyanti,"kenapaa banyak arsipan foto dan video saya yang kehapus. Tolong pihak instagram lebih bisa menimang² mana fitur yang sebaiknya di hapus mana yang sebaiknya di pertahankan. Saya yakin kebanyakan pengguna instagram lainnya juga menyimpan foto dan video nya di instagram, jadi tolong di pertimbangkan sekali lagi. Saya sangat kecewa pastinya",negatif,2024-09-28 10:28:26
Ocha Salud Adianto (オチャです),"tolong untuk Instagram saat meng-upload video 16:9 saat selesai kenapa menjadi rasio 9:16 ya? pdhal versi sebelumnya sudh tidak seperti itu, knp sekarang menjadi seperti ini lagi ya? mohon segera diperbaiki!",positif,2024-09-28 11:02:33
Riyanti Riyanti,Kenangan tetap ada di Instagram... walaupun HP lama telah hilang..yaah beruntung punya Instagram bisa mengekspor ke HP baru dari akun lama.. thank you 🙏☺️,positif,2024-09-28 12:06:03
syaikha Aqilah,"Ni apk bagus-bagus aja sii, cuma kenapa kalau bikin igs pake lagu pas di post malah lagu nya kepotong??! Jadi lebih pendek gituuu, padahal udah 15 detikkk tapi hasilnya malah kyk 5 detik 🥲 update 2024, FITUR ARSIP JANGAN DIILANGIN LAH WOOUII",positif,2024-09-28 12:22:28
Suci Maharani,"Instagram sangat bergunaa bagii sayaa,apalagi bagian archive story,sumpahh gunaa bangett,sayaa bisa melihat semua kenangan² bareng temann😻makasih yaa meta, sudah menyediakan fitur archive 🫰🏻sumpaah fitur fitur di Instagram gunaa bangettt👏🏻kerenn buat metaa👏🏻",positif,2024-09-28 13:16:10
DINDA RAFIKA SUKMA TANJUNG,"Aku kasih bintang 5., TAPI PLEASE JANGAN ILANGIN FITUR ARSIP , sejauh ini fitur itu yg berguna bgt buat ngeliat kenangan., gapapa deh fitur yg lain di ILANGIN , asal jangan arsip ., sumpah gapapa bgt ., tapi jangan ARSIP😭",positif,2024-09-28 13:29:43
Haryani Puji,Kenapa ig makin kesini fiturnya makin jelek si. Mending update kualitas kalo bikin sg dikasih lagu tetep hd bukannya malah nurunin kualitas gambar. Dan jangan sampe fitur barunya beneran bakal hapus archive karena itu berharga bgt buat nyimpen kenangan dll.,positif,2024-09-28 14:08:34
Yunus Sinay,"Tolong bgt apk in sgtlah bagus tapi jangan hilangin arsip plis lah Instagram banyak foto dan video momen yg tidak bisa kita ulangi, dengan arsip kita dapat melihat dan mengenang kembali foto"" lama kita",positif,2024-09-28 15:53:15
Helen Pratama,"Instagram tolong dong jangan ilangin arsipan story/foto,pdhl kan up Ig biar bisa jadi kenang""an ga menuhin memori hp. Jangan dihilangin ya semua arsip nyaa please😭 aku dah kasih bintang 5 nih,aku maksa biar ga dihapus",positif,2024-09-28 17:31:10
Dindaaa,"Ini kenapa ya liat story sama postingan kok jadi kayak pecah dan glitch gitu pdhl sinyal bagus. Udah di update kok malah kayak gini bug nya. Gabisa dark mode juga ya!!! Sumpah ya ig kenapa sii, habis di update kok malah kayak gini cuk, gabisa liat story, foto juga nge glitch pdhl sinyal juga bagus poll ga ada kendala. Baru upload story terus gabisa diliat, ada bintang 0 tak kasih bintang nol kalo bug nya ga segera di benerin",positif,2024-09-28 18:59:26
Alan Budi Kusuma,"Saya memposting sesuatu di Instagram supaya bisa mengenang momen"" nya. Makannya tolong batalkan tentang penghapusan arsip di Instagram. Karna itu akan membuat banyak orang yang kecewa, dan mungkin tidak ingin lagi mengunggah apa"" di Instagram",negatif,2024-09-28 21:19:13
"Samuel P Harianja,SH","Saya sudah bertahun2 pake IG makin kesini makin gak jelas, vidio gak bisa full di upload jadi kepotong, dan gak bisa stanby suka mati sendiri klo liat vidio, lama2 saya unistal juga ini IG.",negatif,2024-09-28 23:29:25
Rendy Firmansyah Haris R,"Ada bug untuk pada device Samsung a35,a54 dst,,, ketika memakai filter kamera menjadi berkedip.... Mohon solusinya.... Bug dari Instagram atau dari OS Samsung nya kurang tahu",positif,2024-09-28 23:44:07
nunde run,"Fiturnya udah bagus tapi,tolong Pada saat nge-post itu durasinya lagunya jangan di Converse,dan jangan di potong..jadinya kurang bagus.. Itu aja..dan efeknya juga bisa diatur agar terlihat lebih bagus..terutama untuk video",negatif,2024-09-29 11:54:57
Insan isslamay Qirani,"suka bngettt, tapi tolong deh instagram peerimbangin lagi klo mau ilangin fitur arsip, soalnya disitu bnyak kenangan bngett sama temen' lamaa, klo arsip d apus otomatis semua kenagan juga ilangg, pliss tolong pertimbangin lagi yaa🥺🙏",positif,2024-09-29 13:44:44
Kurnia aiz,"AKUN INSTAGRAM dengan password yang BENAR, kenapa tidak bisa Log in di satu unit gadget, kondisi sudah upgrade aplikasi. PADAHAL, log in di website laptop bisa, di HP yang lain pun bisa. Mohon solusinya. Terima kasih.",negatif,2024-09-29 13:47:19
Yaya Yaya,"Biasanya instagram saya baik-baik saja. Tapi sekarang sering bgt kena bug, tiba"" aku hilang atau keluar sendiri. Bbrp fitur juga ilang seperti ""undang kolaborator"" dll, pdhl saya sudah update. Tolong segera bantu perbaiki bug dan semua kesalahannya serta kembalikan fitur-fitur yg hilang 🙏✨",negatif,2024-09-29 15:58:48
Aisah Yumna,Kok kalau ngeliat postingan orng sandret² sih video nya dan satu lagi kok gk bisa nyimpan efek yg bagus bagus instagram sekarang berubah sebelum di update bagus setelah di update jelekk gimana sihh tolong di perbaiki ya permasalahan nya,negatif,2024-09-29 17:33:21
Dandi Akbar,"Hedehh akun utama tiba-tiba di nonaktifkan, mau aj banding ga bisa, terus nyoba lewat help center malah ga ada pilihan untuk aju banding ny, pdahal ga ngapa""in tiba-tiba aj di nonaktifkan, gimana solusinyaa inii",negatif,2024-09-29 18:25:21
Michael Frily,"niat ga sih? bukan nya makin maju malah makin ngaco ! gue cuman mau bikin akun baru, muncul terus tulisan ""harap tunggu beberapa menit sebelum mencoba lagi"" heyyy? saya nunggu lama tapi hasil nya tulisan nya gitu mulu... gue tunggu sampai 3 hari lebih buat nyoba buat masih aja yang muncul tulisan itu... lalu juga buat mulihin akun sedikit"" ada masalah, gue juga cuman mau riset sandi akun gue yang ilang heyy masih aja tulisan ada masalah mau sampai kapan?? gue saranin perbaikin lagi apk nya.",netral,2024-09-29 21:01:11
Prillydifana Safira Lapadengan,"ini kenapa akun instagram saya difitur FONT tidak terperbaharui? masih paki FONT yang model lama. padahal selalu di update terus, tapi kenapa fitur FONT nya tidak berubah ke FONT terbaru. tolong diperbaiki yah!",negatif,2024-09-29 21:01:39
Lintang Mahendra,"Awalnya iseng² nyoba fitur izinkan menambahkan media,eh pas di nonaktifkan malah logo/lambang fiturnya tidak bisa hilang,mohon pihak Instagram untuk membenahi fitur tersebut.sya rasa tidak ada gunanya fitur tersebut yang ada malah tambah jelek postingan jadi terasa kotor karena adanya logo tersebut.",negatif,2024-09-29 21:47:23
KalKal,"fitur template di story saya tidak bisa di gunakan, tetapi pas saya coba di akun ke-2 saya, pakai template itu bisa, gatau ini bug atau apa tapi mohon segera di perbaiki secepatnya, saya merasa terganggu dengan hal ini 👊",negatif,2024-09-29 22:10:57
Siti Nurjanah,"Apk baguss, cuma aku mau minta permintaan buatin fitur baru dong kak, biar lebih privasi foto pp IG bisa dikunci, soalnya pengalaman aku sampe ada orang lain pake identitas dan foto aku disebarkn Buat fitur lebih kekinian ya kak , Terimakasih😊",positif,2024-09-29 22:29:16
ninola,"akun instagram saya sudah 3 hari tidak bisa login. Saat ingin login diberi info ada masalah tak terduga. Tolong dr pihak instagram jgn dibuat susah akun yg ingin login !!!! kalau begini caranya, semua pada tidak bisa menikmati aplikasi ini",negatif,2024-09-30 07:38:33
Fidia Novita Rahmawati,"kenapa saat membuat reels kita sendiri di Instagram tidak ada fitur menyimpan ke galeri, padahal dulu masih bisa sekarang udah ga ada,mohon di perbaiki.",netral,2024-09-30 08:52:47
Diezaa,"Ah elah, balikin instagram yg dulu, ribet banget tau gk!! Minta bantuan gk membantu asli, pdhl mau login malah ngirim otp ke nomor lama, sedian kek kirim ke email bisa, mana sekarang nge lag mulu tau gak!!!😡😡",negatif,2024-09-30 09:39:59
Muh. Dzul Fakhri walikram,Tolong pihak Instagram di benahi lagi kalau posting video/foto tolong kalau bisa kualitasnya jangan di kompres. Foto dan video HD ketika di upload jadinya buram,netral,2024-09-30 10:42:47
Muhammad Arifandi Priyandana,saran saya untuk tim developer untuk lebih teliti lagi dalam hal kinerja nya. baru saja kemarin saya tiba-tiba di suspend dengan alasan tidak mengikuti peraturan komunitas sedangkan saya tidak melakukan apa-apa. bahkan sampai sekarang saya masih belum bisa memakai akun instagram saya. Sekali lagi teruntuk tim developer mohon pencerahan nya. terimakasih : ),negatif,2024-09-30 10:57:29
Satrio Pandutomo,"Sudah sangat bagus akan tetapi terkadang aplikasi suka eror tidak bisa dibuka sekalinya terbuka kadang keluar dari aplikasi dengan sendirinya, perlu ada peningkatan dari aplikasi instagram ini. Selain itu, kadang suka hapus komentar seenaknya saja padahal tdk menyalahi aturan baik pornografi, caci maki/hinaan, dll hanya karena kebanyakan tag teman buat mengikuti suatu akun kan aneh banget ini.",positif,2024-09-30 12:09:37
Surya Kencana,Instagram error kah? Apa sedang ada perbaikan sistem? Saya mau buat story menggunakan foto knpa tiba-tiba tidak bisa?! Tolong development segera perbaiki.,negatif,2024-09-30 12:50:47
- via,Tolong dong jangan suka nambahin fitur yang ga berguna🙏🏻 salah satu nya delete archive. Saya bukan tipe orang yang suka taro video di feeds. Saya lebih suka di story dan saya bikin highlight. Niat hati pengen di jadiin kenangan.. eh malah mau di apus🫠 padahal saya suka banget sama aplikasi instagram ( tanpa fitur fitur yang ngacoo ),positif,2024-09-30 13:19:14
Muhammad Fajri,"gajelas ni Instagram makin lama,banyak banget bugnya, masa di akun utama fitur note di postingan dan reel ga ada,padahal di akun kedua ada",negatif,2024-09-30 17:02:56
KEiYZA APRILLIA,"suka sama ig karna bisa buat vidio teruss bisa simpann ke galerii, sekarang kok gabisa lagi yaa padahal itu yg paling saya sukaa dari ig wahh kecewaa sih saya buat vidio kemaren eh gabisa di simpan ke geleri sama sekali, di update malah kacauu wkwk",negatif,2024-09-30 18:30:27
Puja Galang,"gimana siii instagram ko fitur arsip malah mau dihapus, awas yaa kalo sampe fitur arsip nya di hapus parah bgttt siii, bisa bisaaa kedepannya ga pake Instagram lagiiii, parah siieee kata guwe th, kecewa berat kalo sampe emang kejadiann, parahhh pokoknyaaaa😠😠😠😠",netral,2024-09-30 18:37:19
Alok Diskon,"aplikasi gajelas saya tidak salah apa apa akun saya kena blokir, lalu buat akun lagi bermasalah tidak bisa mengikuti apk banyak ngebugnya aneh, dan tolong perbaiki lagi, terimakasih",negatif,2024-09-30 19:21:39
Erzyy Arhamm,"Pleasee arsipnya jangan di hapus. Soalnya Salah satu alasan gk keluar dari instagram karna bnyak kenangan yg tersimpan di arsip yg gaada di galeri lagi,kalau mau di simpan satu persatupun lamaa,soalnya banyak.Jangan ya.😭😭",positif,2024-09-30 21:11:40
raraiqAa,"ig banyak bug nya, setiap up story selalu ga bisa dan muncul tulisan kesalahan, tolong di perbaiki",netral,2024-10-01 04:02:41
Fibri Adna,"Kemarin akun saya tiba-tiba ditangguhkan. padahal saya tidak pernah melakukan hal-hal yang melanggar ketentuan dari instagram. Saya langsung bingung kok tiba-tiba seperti itu. setelah saya ajukan banding, sampai sekarang belum kembali akun saya. Saya khawatir kalau sampai dinonaktifkan permanen karena itu instagram sudah lama dan pastinya banyak kenangan didalamnya. Mohon untuk pihak instagram kalau mau menangguhkan akun setidaknya kasih tahu alasanya, biar kita tidak bingung seperti ini. Kecewa",negatif,2024-10-01 08:09:29
chelsea wardhana,"ig ini bagus tapi setiap aku download masuk ke akun mama aku? I don't know why either.tolong buat instagram perbaiki,walau sudah bagus masi ada bug"" yang ga aku perkira.yang aku kira gakan ada bug ternyata ada,aku jiga bingung kok bisa begitu jadi instagram tolong perbaiki, dan walaupun cuman ada bug sedikit usahakan gada bug ya,instagram tetap baguss kok terimakasih.PLEASE FIX THIS BUG, INSTAGRAM",positif,2024-10-01 13:01:03
Nadilla Lutfiani,"no, harus diperbaiki. setiap mau ngepost story instagram, pasti ada tulisan ""kesalahan"" dan berujung gabisa diposting. ini harus diperbaiki, soalnya ngeganggu dan bikin emosi banget. sampe nangis emosinya, gabisa diposting. kenapa ya ig sekarang?",negatif,2024-10-01 13:21:47
Nova Ferdianto,"Instagram memanjakan mata para penggunanya dengan menampilkan foto atau gambar yang enak dipandang. Sebelum foto diunggah, kamu bisa mengedit foto kamu secantik mungkin dan gunakan fitur filter untuk memudahkanmu mendapatkan foto indah sebelum dilihat para pengguna lain.",positif,2024-10-01 18:15:20
Wulan 123,"sementara saya kasih 3 bintang dulu, soalnya udh diupdate ttp gaada fitur tambahkan music, sm font baru. tlg segera diperbaiki yaa !!! trms",netral,2024-10-01 22:07:18
Raditya Setiasa,"fitur musik yang ada di bio di beberapa akun tidak muncul, lalu sering ada notifikasi tapi pas dibuka tidak ada apapun, dan tolong jangan hapus fitur arsip",netral,2024-10-01 22:56:34
nadya lolita,"JANGAN HILANGIN FITUR ARSIP DI INSTAGRAM!!!! Gak pernah sekecewa inii deh sumpah, semuaa kenangan foto dan videoku di arsip instagram semuanyaa Sumpah ya kalo fitur arsip nya dihilangin, percaya deh instagram bakalan anjlok dan cuma sedikit yang pakai, termasuk aku juga bakalan hapus karena merugikan menurutku Ini bntangnya 1 aja dulu, kalau gak jadi dihapus baru aku kasih bintang 5 lagi",negatif,2024-10-02 00:39:56
Nadine Kirana putri,"bagusss,banyak fitur baru..tapi ini kenapa akun saya tiba tiba kehapus permanen ya?? udah nyoba buat akun baru pake Gmail yang lain juga tetep ga bisa,tolong dongg. soalnya disana banyak foto kenang kenangan,masalah followers bodoamat bener dah",positif,2024-10-02 10:49:59
Nita Candra,"Bagus, cuman postingan saya tiba tiba hilang lagu nya & saat diganti tetap hilang dan tidak bisa diganti lagi. Saya juga tidak bisa mendengarkan lagu yang di postingan saya tetapi di akun lain bisa. Dan setiap upload story + lagu jadi blur, padahal foto aslinya HD",netral,2024-10-02 11:07:13
Aulyazarra Nurmulya,Lama nunggu ke cerita untuk foto di instagram padahal wife udah jaringan nya bagus. ini aplikasiNya lemot cape gua . Nunggu berasa se jam aku gak suka sama aplikasi ini 🤬😡,negatif,2024-10-02 19:00:07
Aulia Firokhah,"Bintang satu jika pihak Instagram menghilangkan arsip story , please banget jangan dihapus karna arsip lah membuat kenangan dari foto dan Vidio yg udh lama di simpan ini sangat berguna banget dalam aplikasi Instagram 🙏🏻",negatif,2024-10-03 10:21:13
Sri Fitriyani,Instagram tuh lagi kenapa sih padahal yah engga posting apa-apaan tapi di suruh ngajuin banding katanya posting macem-macem tolong dong pihak Ig yang rasional buka Ig aja jarang kok pas buka tiba tiba begitu,negatif,2024-10-03 15:14:47
Rahmawati,"Agak gimana gitu fitur skrg, sering hilang2. Fitur penambah lagu di info akun itu ilang, pdhl kmrn msih ada. Pdhl pengen ganti lagu. Knp ya",netral,2024-10-03 15:26:50
Mar Kar (Marvel Karuna),Saya memiliki beberapa masalah dimana beberap video menunjukkan warna video sperti di invert atau seperti ada garis garis dan titik pada video namun lauar saya tetap aman,netral,2024-10-03 16:00:19
Nunung Ratna Dewi,"Aplikasi yang mudah digunakan, banyak pilihannya, dan tidak susah untuk menyiarkan siaran langsung. Saya sangat menyukai nya. Good Job Instagram",positif,2024-10-03 18:37:09
